Generation	Average Fitness	Best Fitness (this generation)	Best Fitness (all)	Neighbours	Intersections	
0	0,087752	0,277778	0,277778	5	0	
1	0,097924	0,277778	0,277778	5	0	
2	0,107974	0,277778	0,277778	5	0	
3	0,117752	0,277778	0,277778	5	0	
4	0,127973	0,277778	0,277778	5	0	
5	0,138385	0,277778	0,277778	5	0	
6	0,149550	0,280000	0,280000	7	1	
7	0,161512	0,388889	0,388889	7	0	
8	0,173346	0,388889	0,388889	7	0	
9	0,185226	0,388889	0,388889	7	0	
10	0,196764	0,388889	0,388889	7	0	
11	0,207744	0,388889	0,388889	7	0	
12	0,217704	0,444444	0,444444	8	0	
13	0,226332	0,444444	0,444444	8	0	
14	0,234722	0,444444	0,444444	8	0	
15	0,241928	0,444444	0,444444	8	0	
16	0,248221	0,444444	0,444444	8	0	
17	0,253673	0,444444	0,444444	8	0	
18	0,259506	0,444444	0,444444	8	0	
19	0,264738	0,444444	0,444444	8	0	
20	0,270263	0,444444	0,444444	8	0	
21	0,276219	0,444444	0,444444	8	0	
22	0,282414	0,444444	0,444444	8	0	
23	0,289219	0,444444	0,444444	8	0	
24	0,297051	0,444444	0,444444	8	0	
25	0,305960	0,444444	0,444444	8	0	
26	0,314996	0,444444	0,444444	8	0	
27	0,325176	0,444444	0,444444	8	0	
28	0,334557	0,444444	0,444444	8	0	
29	0,343908	0,444444	0,444444	8	0	
30	0,352458	0,444444	0,444444	8	0	
31	0,359812	0,444444	0,444444	8	0	
32	0,365978	0,444444	0,444444	8	0	
33	0,370984	0,444444	0,444444	8	0	
34	0,374971	0,444444	0,444444	8	0	
35	0,378249	0,444444	0,444444	8	0	
36	0,380538	0,444444	0,444444	8	0	
37	0,382380	0,444444	0,444444	8	0	
38	0,383596	0,444444	0,444444	8	0	
39	0,384586	0,444444	0,444444	8	0	
40	0,385546	0,444444	0,444444	8	0	
41	0,386203	0,444444	0,444444	8	0	
42	0,386753	0,444444	0,444444	8	0	
43	0,387145	0,444444	0,444444	8	0	
44	0,387560	0,444444	0,444444	8	0	
45	0,387943	0,444444	0,444444	8	0	
46	0,388197	0,444444	0,444444	8	0	
47	0,388646	0,444444	0,444444	8	0	
48	0,389142	0,444444	0,444444	8	0	
49	0,389648	0,444444	0,444444	8	0	
50	0,390042	0,444444	0,444444	8	0	
51	0,390420	0,444444	0,444444	8	0	
52	0,390879	0,444444	0,444444	8	0	
53	0,391319	0,444444	0,444444	8	0	
54	0,392118	0,444444	0,444444	8	0	
55	0,392911	0,444444	0,444444	8	0	
56	0,393443	0,444444	0,444444	8	0	
57	0,394100	0,444444	0,444444	8	0	
58	0,394864	0,444444	0,444444	8	0	
59	0,395902	0,444444	0,444444	8	0	
60	0,396809	0,444444	0,444444	8	0	
61	0,397863	0,444444	0,444444	8	0	
62	0,399337	0,444444	0,444444	8	0	
63	0,400802	0,444444	0,444444	8	0	
64	0,402177	0,444444	0,444444	8	0	
65	0,403554	0,444444	0,444444	8	0	
66	0,405175	0,444444	0,444444	8	0	
67	0,406683	0,444444	0,444444	8	0	
68	0,408284	0,444444	0,444444	8	0	
69	0,410266	0,444444	0,444444	8	0	
70	0,412006	0,444444	0,444444	8	0	
71	0,413728	0,444444	0,444444	8	0	
72	0,415338	0,444444	0,444444	8	0	
73	0,417086	0,444444	0,444444	8	0	
74	0,418920	0,444444	0,444444	8	0	
75	0,420951	0,444444	0,444444	8	0	
76	0,422384	0,444444	0,444444	8	0	
77	0,424324	0,444444	0,444444	8	0	
78	0,425757	0,444444	0,444444	8	0	
79	0,427210	0,444444	0,444444	8	0	
80	0,428520	0,444444	0,444444	8	0	
81	0,429804	0,444444	0,444444	8	0	
82	0,431097	0,444444	0,444444	8	0	
83	0,432192	0,444444	0,444444	8	0	
84	0,433256	0,444444	0,444444	8	0	
85	0,434448	0,444444	0,444444	8	0	
86	0,435123	0,444444	0,444444	8	0	
87	0,435821	0,444444	0,444444	8	0	
88	0,436459	0,444444	0,444444	8	0	
89	0,437396	0,444444	0,444444	8	0	
90	0,437822	0,444444	0,444444	8	0	
91	0,438211	0,444444	0,444444	8	0	
92	0,438536	0,444444	0,444444	8	0	
93	0,438891	0,444444	0,444444	8	0	
94	0,439093	0,444444	0,444444	8	0	
95	0,439632	0,444444	0,444444	8	0	
96	0,440051	0,444444	0,444444	8	0	
97	0,439948	0,444444	0,444444	8	0	
98	0,440054	0,444444	0,444444	8	0	
99	0,440207	0,444444	0,444444	8	0	
100	0,440473	0,444444	0,444444	8	0	
101	0,440648	0,444444	0,444444	8	0	
