Generation	Average Fitness	Best Fitness (this generation)	Best Fitness (all)	Neighbours	Intersections	
0	0,076240	0,388889	0,388889	7	0	
1	0,090822	0,388889	0,388889	7	0	
2	0,106752	0,388889	0,388889	7	0	
3	0,123452	0,388889	0,388889	7	0	
4	0,142193	0,388889	0,388889	7	0	
5	0,162938	0,444444	0,444444	8	0	
6	0,186115	0,500000	0,500000	9	0	
7	0,211728	0,500000	0,500000	9	0	
8	0,238437	0,500000	0,500000	9	0	
9	0,264947	0,555556	0,555556	10	0	
10	0,289557	0,555556	0,555556	10	0	
11	0,310860	0,555556	0,555556	10	0	
12	0,328626	0,555556	0,555556	10	0	
13	0,342473	0,555556	0,555556	10	0	
14	0,353184	0,555556	0,555556	10	0	
15	0,361678	0,611111	0,611111	11	0	
16	0,368997	0,611111	0,611111	11	0	
17	0,374738	0,611111	0,611111	11	0	
18	0,379880	0,611111	0,611111	11	0	
19	0,384822	0,611111	0,611111	11	0	
20	0,389207	0,611111	0,611111	11	0	
21	0,393834	0,611111	0,611111	11	0	
22	0,398924	0,611111	0,611111	11	0	
23	0,404108	0,611111	0,611111	11	0	
24	0,410212	0,611111	0,611111	11	0	
25	0,416727	0,611111	0,611111	11	0	
26	0,424584	0,611111	0,611111	11	0	
27	0,433095	0,611111	0,611111	11	0	
28	0,441748	0,611111	0,611111	11	0	
29	0,451018	0,666667	0,666667	12	0	
30	0,460567	0,666667	0,666667	12	0	
31	0,470132	0,666667	0,666667	12	0	
32	0,479247	0,666667	0,666667	12	0	
33	0,487651	0,666667	0,666667	12	0	
34	0,496133	0,666667	0,666667	12	0	
35	0,503325	0,666667	0,666667	12	0	
36	0,510093	0,666667	0,666667	12	0	
37	0,516375	0,666667	0,666667	12	0	
38	0,521872	0,722222	0,722222	13	0	
39	0,526629	0,722222	0,722222	13	0	
40	0,531106	0,722222	0,722222	13	0	
41	0,535530	0,722222	0,722222	13	0	
42	0,539446	0,722222	0,722222	13	0	
43	0,543445	0,722222	0,722222	13	0	
44	0,546891	0,722222	0,722222	13	0	
45	0,549855	0,777778	0,777778	14	0	
46	0,552875	0,777778	0,777778	14	0	
47	0,555749	0,722222	0,777778	13	0	
48	0,559023	0,722222	0,777778	13	0	
49	0,561456	0,722222	0,777778	13	0	
50	0,564647	0,777778	0,777778	14	0	
51	0,566717	0,777778	0,777778	14	0	
52	0,569253	0,777778	0,777778	14	0	
53	0,571744	0,777778	0,777778	14	0	
54	0,573702	0,777778	0,777778	14	0	
55	0,576559	0,777778	0,777778	14	0	
56	0,579228	0,777778	0,777778	14	0	
57	0,580946	0,777778	0,777778	14	0	
58	0,583214	0,777778	0,777778	14	0	
59	0,585236	0,777778	0,777778	14	0	
60	0,587931	0,777778	0,777778	14	0	
61	0,590169	0,777778	0,777778	14	0	
62	0,592172	0,777778	0,777778	14	0	
63	0,594459	0,777778	0,777778	14	0	
