Generation	Average Fitness	Best Fitness (this generation)	Best Fitness (all)	Neighbours	Intersections	
263	0,913796	1,000000	1,000000	18	0	
264	0,911787	1,000000	1,000000	18	0	
265	0,911722	1,000000	1,000000	18	0	
266	0,913158	1,000000	1,000000	18	0	
267	0,912133	1,000000	1,000000	18	0	
268	0,912348	1,000000	1,000000	18	0	
269	0,911747	1,000000	1,000000	18	0	
270	0,911789	1,000000	1,000000	18	0	
271	0,912096	1,000000	1,000000	18	0	
272	0,911614	1,000000	1,000000	18	0	
273	0,912558	1,000000	1,000000	18	0	
274	0,912720	1,000000	1,000000	18	0	
275	0,913850	1,000000	1,000000	18	0	
276	0,912822	1,000000	1,000000	18	0	
277	0,912864	1,000000	1,000000	18	0	
278	0,912958	1,000000	1,000000	18	0	
279	0,913381	1,000000	1,000000	18	0	
280	0,913570	1,000000	1,000000	18	0	
281	0,913498	1,000000	1,000000	18	0	
282	0,912655	1,000000	1,000000	18	0	
283	0,912979	1,000000	1,000000	18	0	
284	0,911487	1,000000	1,000000	18	0	
285	0,911771	1,000000	1,000000	18	0	
286	0,912290	1,000000	1,000000	18	0	
287	0,913586	1,000000	1,000000	18	0	
288	0,912013	1,000000	1,000000	18	0	
289	0,913697	1,000000	1,000000	18	0	
290	0,912455	1,000000	1,000000	18	0	
291	0,913759	1,000000	1,000000	18	0	
292	0,913390	1,000000	1,000000	18	0	
293	0,913421	1,000000	1,000000	18	0	
294	0,912417	1,000000	1,000000	18	0	
295	0,912022	1,000000	1,000000	18	0	
296	0,913386	1,000000	1,000000	18	0	
297	0,913494	1,000000	1,000000	18	0	
298	0,914203	1,000000	1,000000	18	0	
299	0,912926	1,000000	1,000000	18	0	
300	0,912656	1,000000	1,000000	18	0	
301	0,913087	1,000000	1,000000	18	0	
302	0,912967	1,000000	1,000000	18	0	
303	0,912645	1,000000	1,000000	18	0	
304	0,912004	1,000000	1,000000	18	0	
305	0,912699	1,000000	1,000000	18	0	
306	0,913091	1,000000	1,000000	18	0	
307	0,912251	1,000000	1,000000	18	0	
308	0,911836	1,000000	1,000000	18	0	
309	0,911514	1,000000	1,000000	18	0	
310	0,912768	1,000000	1,000000	18	0	
311	0,911704	1,000000	1,000000	18	0	
312	0,910937	1,000000	1,000000	18	0	
313	0,912695	1,000000	1,000000	18	0	
314	0,912473	1,000000	1,000000	18	0	
315	0,912759	1,000000	1,000000	18	0	
316	0,913251	1,000000	1,000000	18	0	
317	0,912931	1,000000	1,000000	18	0	
318	0,912650	1,000000	1,000000	18	0	
319	0,912074	1,000000	1,000000	18	0	
320	0,912484	1,000000	1,000000	18	0	
321	0,912946	1,000000	1,000000	18	0	
322	0,912423	1,000000	1,000000	18	0	
323	0,913453	1,000000	1,000000	18	0	
324	0,913402	1,000000	1,000000	18	0	
325	0,913515	1,000000	1,000000	18	0	
326	0,912543	1,000000	1,000000	18	0	
327	0,911795	1,000000	1,000000	18	0	
328	0,911301	1,000000	1,000000	18	0	
329	0,912335	1,000000	1,000000	18	0	
330	0,913177	1,000000	1,000000	18	0	
331	0,911761	1,000000	1,000000	18	0	
332	0,910279	1,000000	1,000000	18	0	
333	0,910495	1,000000	1,000000	18	0	
334	0,910616	1,000000	1,000000	18	0	
335	0,910285	1,000000	1,000000	18	0	
336	0,911168	1,000000	1,000000	18	0	
337	0,911669	1,000000	1,000000	18	0	
338	0,911171	1,000000	1,000000	18	0	
339	0,912131	1,000000	1,000000	18	0	
340	0,912305	1,000000	1,000000	18	0	
341	0,912576	1,000000	1,000000	18	0	
342	0,912267	1,000000	1,000000	18	0	
343	0,910234	1,000000	1,000000	18	0	
344	0,912259	1,000000	1,000000	18	0	
345	0,910915	1,000000	1,000000	18	0	
346	0,912119	1,000000	1,000000	18	0	
347	0,912590	1,000000	1,000000	18	0	
348	0,913427	1,000000	1,000000	18	0	
349	0,912131	1,000000	1,000000	18	0	
350	0,911531	1,000000	1,000000	18	0	
351	0,911632	1,000000	1,000000	18	0	
352	0,911913	1,000000	1,000000	18	0	
353	0,912930	1,000000	1,000000	18	0	
354	0,913204	1,000000	1,000000	18	0	
355	0,912526	1,000000	1,000000	18	0	
356	0,913169	1,000000	1,000000	18	0	
357	0,912162	1,000000	1,000000	18	0	
358	0,913422	1,000000	1,000000	18	0	
359	0,911469	1,000000	1,000000	18	0	
360	0,912301	1,000000	1,000000	18	0	
361	0,913202	1,000000	1,000000	18	0	
362	0,912853	1,000000	1,000000	18	0	
363	0,912894	1,000000	1,000000	18	0	
364	0,912885	1,000000	1,000000	18	0	
365	0,911527	1,000000	1,000000	18	0	
366	0,912291	1,000000	1,000000	18	0	
367	0,912546	1,000000	1,000000	18	0	
368	0,912882	1,000000	1,000000	18	0	
369	0,912030	1,000000	1,000000	18	0	
370	0,912809	1,000000	1,000000	18	0	
371	0,911605	1,000000	1,000000	18	0	
372	0,909954	1,000000	1,000000	18	0	
373	0,911204	1,000000	1,000000	18	0	
374	0,913141	1,000000	1,000000	18	0	
375	0,911162	1,000000	1,000000	18	0	
376	0,911599	1,000000	1,000000	18	0	
377	0,911939	1,000000	1,000000	18	0	
378	0,912765	1,000000	1,000000	18	0	
379	0,911576	1,000000	1,000000	18	0	
380	0,911879	1,000000	1,000000	18	0	
381	0,912670	1,000000	1,000000	18	0	
382	0,911382	1,000000	1,000000	18	0	
383	0,911643	1,000000	1,000000	18	0	
384	0,911685	1,000000	1,000000	18	0	
385	0,910607	1,000000	1,000000	18	0	
386	0,910099	1,000000	1,000000	18	0	
387	0,910804	1,000000	1,000000	18	0	
388	0,910853	1,000000	1,000000	18	0	
389	0,912055	1,000000	1,000000	18	0	
390	0,911478	1,000000	1,000000	18	0	
391	0,911031	1,000000	1,000000	18	0	
392	0,911884	1,000000	1,000000	18	0	
393	0,911646	1,000000	1,000000	18	0	
394	0,910628	1,000000	1,000000	18	0	
395	0,911003	1,000000	1,000000	18	0	
396	0,912300	1,000000	1,000000	18	0	
397	0,911496	1,000000	1,000000	18	0	
398	0,910943	1,000000	1,000000	18	0	
399	0,910709	1,000000	1,000000	18	0	
400	0,911187	1,000000	1,000000	18	0	
401	0,910382	1,000000	1,000000	18	0	
402	0,910873	1,000000	1,000000	18	0	
403	0,912702	1,000000	1,000000	18	0	
404	0,910472	1,000000	1,000000	18	0	
405	0,910391	1,000000	1,000000	18	0	
406	0,911438	1,000000	1,000000	18	0	
407	0,910148	1,000000	1,000000	18	0	
408	0,911015	1,000000	1,000000	18	0	
409	0,912160	1,000000	1,000000	18	0	
410	0,911907	1,000000	1,000000	18	0	
411	0,911399	1,000000	1,000000	18	0	
412	0,910366	1,000000	1,000000	18	0	
413	0,910165	1,000000	1,000000	18	0	
414	0,909860	1,000000	1,000000	18	0	
415	0,908973	1,000000	1,000000	18	0	
416	0,909718	1,000000	1,000000	18	0	
417	0,910211	1,000000	1,000000	18	0	
418	0,911494	1,000000	1,000000	18	0	
419	0,911483	1,000000	1,000000	18	0	
420	0,910866	1,000000	1,000000	18	0	
421	0,911956	1,000000	1,000000	18	0	
422	0,912479	1,000000	1,000000	18	0	
423	0,910320	1,000000	1,000000	18	0	
424	0,911626	1,000000	1,000000	18	0	
425	0,911812	1,000000	1,000000	18	0	
426	0,911526	1,000000	1,000000	18	0	
427	0,910705	1,000000	1,000000	18	0	
428	0,912389	1,000000	1,000000	18	0	
429	0,911099	1,000000	1,000000	18	0	
430	0,910219	1,000000	1,000000	18	0	
431	0,910530	1,000000	1,000000	18	0	
432	0,911401	1,000000	1,000000	18	0	
433	0,910520	1,000000	1,000000	18	0	
434	0,910128	1,000000	1,000000	18	0	
435	0,910191	1,000000	1,000000	18	0	
436	0,911077	1,000000	1,000000	18	0	
437	0,909768	1,000000	1,000000	18	0	
438	0,910341	1,000000	1,000000	18	0	
439	0,911480	1,000000	1,000000	18	0	
440	0,910591	1,000000	1,000000	18	0	
441	0,909519	1,055556	1,055556	19	0	
442	0,911511	1,000000	1,055556	18	0	
443	0,912084	1,000000	1,055556	18	0	
444	0,911626	1,000000	1,055556	18	0	
445	0,911621	1,000000	1,055556	18	0	
446	0,911713	1,055556	1,055556	19	0	
447	0,910351	1,055556	1,055556	19	0	
448	0,911800	1,055556	1,055556	19	0	
449	0,912798	1,055556	1,055556	19	0	
450	0,910423	1,055556	1,055556	19	0	
451	0,910370	1,055556	1,055556	19	0	
452	0,909948	1,055556	1,055556	19	0	
453	0,910040	1,055556	1,055556	19	0	
454	0,911890	1,000000	1,055556	18	0	
455	0,912180	1,000000	1,055556	18	0	
456	0,909514	1,000000	1,055556	18	0	
457	0,911355	1,000000	1,055556	18	0	
458	0,911329	1,000000	1,055556	18	0	
459	0,909808	1,000000	1,055556	18	0	
460	0,912334	1,000000	1,055556	18	0	
461	0,910046	1,000000	1,055556	18	0	
462	0,909754	1,000000	1,055556	18	0	
463	0,909237	1,000000	1,055556	18	0	
464	0,911690	1,055556	1,055556	19	0	
465	0,910314	1,055556	1,055556	19	0	
466	0,911277	1,055556	1,055556	19	0	
467	0,909441	1,000000	1,055556	18	0	
468	0,910690	1,000000	1,055556	18	0	
469	0,910034	1,000000	1,055556	18	0	
470	0,909975	1,000000	1,055556	18	0	
471	0,908893	1,000000	1,055556	18	0	
472	0,909199	1,000000	1,055556	18	0	
473	0,909240	1,000000	1,055556	18	0	
474	0,909404	1,000000	1,055556	18	0	
475	0,910465	1,000000	1,055556	18	0	
476	0,910352	1,000000	1,055556	18	0	
477	0,910489	1,000000	1,055556	18	0	
478	0,909929	1,000000	1,055556	18	0	
479	0,910104	1,000000	1,055556	18	0	
480	0,911229	1,000000	1,055556	18	0	
481	0,911382	1,000000	1,055556	18	0	
482	0,909474	1,000000	1,055556	18	0	
483	0,908037	1,000000	1,055556	18	0	
484	0,910458	1,000000	1,055556	18	0	
485	0,912360	1,055556	1,055556	19	0	
486	0,912975	1,000000	1,055556	18	0	
487	0,909627	1,000000	1,055556	18	0	
488	0,912239	1,000000	1,055556	18	0	
489	0,910944	1,000000	1,055556	18	0	
490	0,910992	1,055556	1,055556	19	0	
491	0,911620	1,000000	1,055556	18	0	
492	0,911648	1,000000	1,055556	18	0	
493	0,911669	1,055556	1,055556	19	0	
494	0,910875	1,055556	1,055556	19	0	
495	0,912413	1,055556	1,055556	19	0	
496	0,913635	1,000000	1,055556	18	0	
497	0,912503	1,000000	1,055556	18	0	
498	0,911689	1,000000	1,055556	18	0	
499	0,913442	1,000000	1,055556	18	0	
